#Measurement data
#2022-08-22 14:42:21

#Time (days)	Power (W)	Current (A)
0.00000171	35.540000	0.272000
0.00001495	35.540000	0.272000
0.00006157	33.400000	0.261400
0.00014492	15.090000	0.083500
0.00014709	15.090000	0.083500
0.00016605	15.090000	0.083500
0.00017983	15.090000	0.083500
0.00021675	15.090000	0.083400
0.00021875	15.090000	0.083600
0.00025843	15.090000	0.083600
0.00029528	15.090000	0.083100
0.00029733	15.020000	0.083100
0.00037462	15.020000	0.082800
0.00049271	15.020000	0.082900
0.00049492	15.020000	0.084400
0.00051323	15.020000	0.084400
0.00052678	14.870000	0.086700
0.00052865	14.870000	0.086700
0.00054788	14.870000	0.086700
0.00054998	14.870000	0.086700
0.00059424	14.870000	0.086700
0.00063811	14.940000	0.086800
0.00067532	15.090000	0.082500
0.00071214	15.090000	0.082500
0.00086528	15.090000	0.082500
0.00086738	15.090000	0.082200
0.00087183	15.020000	0.082300
0.00088339	15.020000	0.082300
0.00089508	15.020000	0.082300
0.00090671	15.020000	0.082300
0.00091811	15.020000	0.081900
0.00092975	15.020000	0.081900
0.00094131	15.090000	0.081900
0.00095315	15.090000	0.082200
0.00096490	15.090000	0.082200
0.00097682	15.020000	0.082100
0.00098831	15.020000	0.082100
0.00099992	15.020000	0.082100
0.00101153	25.820000	0.218700
0.00102278	25.820000	0.218700
0.00104686	25.820000	0.218700
0.00104922	17.800000	0.149800
0.00105741	17.800000	0.149800
0.00110465	17.800000	0.149800
0.00110681	16.370000	0.139200
0.00114981	17.450000	0.147100
0.00115192	36.040000	0.346600
0.00116130	36.040000	0.346600
0.00120785	36.040000	0.346600
0.00120969	55.710000	0.461500
0.00121910	56.140000	0.462100
0.00123075	56.140000	0.462100
0.00124226	56.140000	0.462100
0.00125378	56.140000	0.462100
0.00126567	54.860000	0.476100
0.00127699	54.860000	0.476100
0.00128869	56.000000	0.473700
0.00130010	56.000000	0.473700
0.00131171	56.000000	0.473700
0.00132333	54.140000	0.450300
0.00133505	54.140000	0.450300
0.00134649	54.140000	0.450300
0.00135804	52.280000	0.457400
0.00136964	52.280000	0.457400
0.00138124	52.280000	0.457400
0.00139279	52.280000	0.457400
0.00140424	54.710000	0.477600
0.00141591	54.710000	0.477600
0.00142757	54.710000	0.477600
0.00143936	54.710000	0.477600
0.00148552	54.710000	0.477600
0.00148785	57.290000	0.492500
0.00149722	58.650000	0.505900
0.00150854	58.650000	0.505900
0.00152015	58.650000	0.505900
0.00153172	60.860000	0.526800
0.00154309	60.860000	0.526800
0.00155476	60.860000	0.526800
0.00156633	60.860000	0.526800
0.00157823	63.300000	0.541100
0.00158949	63.300000	0.541100
0.00160133	64.010000	0.543000
0.00161259	64.010000	0.543000
0.00162426	64.010000	0.543000
0.00163567	63.650000	0.548400
0.00164728	63.650000	0.548400
0.00165892	63.650000	0.548400
0.00167052	63.220000	0.551700
0.00168231	63.220000	0.551700
